,Method,correlation,n_samples,prob_data,iteration,V1
416,CPI-DNN,0,300,regression_perm,16,0.730526315789474
417,CPI-DNN,0,300,regression_perm,17,0.68421052631579
418,CPI-DNN,0,300,regression_perm,18,0.776842105263158
419,CPI-DNN,0,300,regression_perm,19,0.772631578947369
420,CPI-DNN,0,300,regression_perm,20,0.842105263157895
421,CPI-DNN,0,300,regression_perm,21,0.741052631578948
422,CPI-DNN,0,300,regression_perm,22,0.614736842105264
423,CPI-DNN,0,300,regression_perm,23,0.787368421052632
424,CPI-DNN,0,300,regression_perm,24,0.686315789473684
425,CPI-DNN,0,300,regression_perm,25,0.705263157894737
426,CPI-DNN,0,300,regression_perm,26,0.80421052631579
427,CPI-DNN,0,300,regression_perm,27,0.707368421052632
428,CPI-DNN,0,300,regression_perm,28,0.711578947368421
429,CPI-DNN,0,300,regression_perm,29,0.627368421052632
